ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER,CONTACTFULLNAME,ORDERNUMBER,QUANTITYORDERED,MSRP,PRICEEACH,ProfitPerUnit,TotalProfit,MarginPerUnit,TotalMargin,CurrentSales,PotentialSales,SalesDifference,Gain-Loss
2004-08-06,Shipped,Quarter3,August,2004,Classic Cars,S18_2870,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,NA,Medium,3,Sue King,10278,39,132,100.0,-32.0,-1248.0,-24.242424242424242,-945.4545454545455,3900.0,5148,-1248.0,Loss
2004-08-30,Shipped,Quarter3,August,2004,Classic Cars,S18_2870,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,EMEA,Medium,1,Michael Holz,10287,44,132,100.0,-32.0,-1408.0,-24.242424242424242,-1066.6666666666667,4400.0,5808,-1408.0,Loss
2003-10-05,Shipped,Quarter4,October,2003,Classic Cars,S18_2870,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA,Medium,5,Jan Klaeboe,10301,22,132,100.0,-32.0,-704.0,-24.242424242424242,-533.3333333333334,2200.0,2904,-704.0,Loss
2004-10-16,Shipped,Quarter4,October,2004,Classic Cars,S18_2870,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,10,Diego Freyre,10311,43,132,100.0,-32.0,-1376.0,-24.242424242424242,-1042.4242424242425,4300.0,5676,-1376.0,Loss
2004-11-04,Shipped,Quarter4,November,2004,Classic Cars,S18_2870,FunGiftIdeas.com,1785 First Street,New Bedford,USA,NA,Small,7,Violeta Benitez,10321,27,132,100.0,-32.0,-864.0,-24.242424242424242,-654.5454545454545,2700.0,3564,-864.0,Loss
2004-11-17,Shipped,Quarter4,November,2004,Classic Cars,S18_2870,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,NA,Small,10,Rosa Hernandez,10331,26,132,64.9,-67.1,-1744.6,-50.83333333333333,-1321.6666666666665,1687.4,3432,-1744.6,Loss
2004-11-24,Shipped,Quarter4,November,2004,Classic Cars,S18_2870,Reims Collectables,59 rue de l'Abbaye,Reims,France,EMEA,Small,3,Paul Henriot,10343,25,132,52.32,-79.68,-1992.0000000000002,-60.36363636363637,-1509.0909090909092,1308.0,3300,-1992.0,Loss
2005-01-10,Shipped,Quarter1,January,2005,Classic Cars,S18_2870,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,EMEA,Medium,2,Pascale Cartrain,10366,49,132,100.0,-32.0,-1568.0,-24.242424242424242,-1187.8787878787878,4900.0,6468,-1568.0,Loss
2005-02-10,Shipped,Quarter1,February,2005,Classic Cars,S18_2870,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,5,Diego Freyre,10379,29,132,100.0,-32.0,-928.0,-24.242424242424242,-703.030303030303,2900.0,3828,-928.0,Loss
2005-04-22,On Hold,Quarter2,April,2005,Classic Cars,S18_2870,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Medium,12,Sue Frick,10407,41,132,100.0,-32.0,-1312.0,-24.242424242424242,-993.9393939393939,4100.0,5412,-1312.0,Loss
2005-05-17,Shipped,Quarter2,May,2005,Classic Cars,S18_2870,Salzburg Collectables,Geislweg 14,Salzburg,Austria,EMEA,Large,2,Georg Pipps,10419,55,132,100.0,-32.0,-1760.0,-24.242424242424242,-1333.3333333333333,5500.0,7260,-1760.0,Loss
2003-01-29,Shipped,Quarter1,January,2003,Vintage Cars,S18_2949,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,EMEA,Small,12,Jonas Bergulfsen,10103,27,101,83.07,-17.930000000000007,-484.1100000000002,-17.75247524752476,-479.3168316831685,2242.89,2727,-484.1100000000001,Loss
2003-03-24,Shipped,Quarter1,March,2003,Vintage Cars,S18_2949,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,EMEA,Small,2,Christina Berglund,10112,23,101,100.0,-1.0,-23.0,-0.9900990099009901,-22.77227722772277,2300.0,2323,-23.0,Loss
2003-05-28,Shipped,Quarter2,May,2003,Vintage Cars,S18_2949,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Small,12,Mart¡n Sommer,10126,31,101,90.17,-10.829999999999998,-335.72999999999996,-10.72277227722772,-332.40594059405936,2795.27,3131,-335.73,Loss
2003-07-16,Shipped,Quarter3,July,2003,Vintage Cars,S18_2949,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Medium,1,Adrian Huxley,10139,46,101,100.0,-1.0,-46.0,-0.9900990099009901,-45.54455445544554,4600.0,4646,-46.0,Loss
2003-09-19,Shipped,Quarter3,September,2003,Vintage Cars,S18_2949,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Japan,Medium,9,Eric Natividad,10150,47,101,91.18,-9.819999999999993,-461.5399999999997,-9.722772277227715,-456.97029702970264,4285.46,4747,-461.53999999999996,Loss
2003-10-20,Shipped,Quarter4,October,2003,Vintage Cars,S18_2949,Classic Legends Inc.,5905 Pompton St.,NYC,USA,NA,Medium,2,Maria Hernandez,10163,31,101,100.0,-1.0,-31.0,-0.9900990099009901,-30.693069306930692,3100.0,3131,-31.0,Loss
2003-11-06,Shipped,Quarter4,November,2003,Vintage Cars,S18_2949,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,APAC,Medium,5,Tony Calaghan,10174,46,101,100.0,-1.0,-46.0,-0.9900990099009901,-45.54455445544554,4600.0,4646,-46.0,Loss
2003-11-13,Shipped,Quarter4,November,2003,Vintage Cars,S18_2949,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,NA,Medium,9,Francisca Cervantes,10183,37,101,89.15,-11.849999999999994,-438.4499999999998,-11.732673267326726,-434.1089108910889,3298.55,3737,-438.4499999999998,Loss
2003-11-21,Shipped,Quarter4,November,2003,Vintage Cars,S18_2949,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Small,1,Sean Connery,10193,28,101,93.21,-7.790000000000006,-218.12000000000018,-7.71287128712872,-215.96039603960415,2609.8799999999997,2828,-218.12000000000035,Loss
2003-12-05,Shipped,Quarter4,December,2003,Vintage Cars,S18_2949,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,NA,Medium,7,Yoshi Tannamuri,10206,37,101,90.17,-10.829999999999998,-400.7099999999999,-10.72277227722772,-396.74257425742564,3336.29,3737,-400.71000000000004,Loss
2004-01-29,Shipped,Quarter1,January,2004,Vintage Cars,S18_2949,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,NA,Medium,4,Steve Thompson,10215,49,101,100.0,-1.0,-49.0,-0.9900990099009901,-48.51485148514851,4900.0,4949,-49.0,Loss
2004-03-10,Shipped,Quarter1,March,2004,Vintage Cars,S18_2949,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,NA,Small,3,Kyung Tseng,10228,24,101,100.0,-1.0,-24.0,-0.9900990099009901,-23.762376237623762,2400.0,2424,-24.0,Loss
2004-04-29,Shipped,Quarter2,April,2004,Vintage Cars,S18_2949,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,1,Diego Freyre,10244,30,101,100.0,-1.0,-30.0,-0.9900990099009901,-29.7029702970297,3000.0,3030,-30.0,Loss
2004-06-14,Shipped,Quarter2,June,2004,Vintage Cars,S18_2949,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Medium,1,Sue Frick,10257,50,101,88.14,-12.86,-643.0,-12.732673267326733,-636.6336633663367,4407.0,5050,-643.0,Loss
2004-07-19,Shipped,Quarter3,July,2004,Vintage Cars,S18_2949,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Small,10,Adrian Huxley,10270,31,101,96.24,-4.760000000000005,-147.56000000000017,-4.712871287128718,-146.09900990099027,2983.44,3131,-147.55999999999995,Loss
2004-08-17,Shipped,Quarter3,August,2004,Vintage Cars,S18_2949,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,EMEA,Medium,3,Paolo Accorti,10280,46,101,100.0,-1.0,-46.0,-0.9900990099009901,-45.54455445544554,4600.0,4646,-46.0,Loss
2004-09-08,Shipped,Quarter3,September,2004,Vintage Cars,S18_2949,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,EMEA,Medium,12,Maria Larsson,10291,47,101,100.0,-1.0,-47.0,-0.9900990099009901,-46.53465346534654,4700.0,4747,-47.0,Loss
2004-10-11,Shipped,Quarter4,October,2004,Vintage Cars,S18_2949,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,EMEA,Medium,7,Daniel Tonini,10304,46,101,100.0,-1.0,-46.0,-0.9900990099009901,-45.54455445544554,4600.0,4646,-46.0,Loss
2004-10-21,Shipped,Quarter4,October,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,4,Valarie Nelson,10312,37,101,100.0,-1.0,-37.0,-0.9900990099009901,-36.633663366336634,3700.0,3737,-37.0,Loss
2004-11-04,Shipped,Quarter4,November,2004,Vintage Cars,S18_2949,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,NA,Medium,12,Valarie Young,10322,33,101,100.0,-1.0,-33.0,-0.9900990099009901,-32.67326732673267,3300.0,3333,-33.0,Loss
2004-11-18,Shipped,Quarter4,November,2004,Vintage Cars,S18_2949,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Small,5,Julie Murphy,10333,31,101,90.17,-10.829999999999998,-335.72999999999996,-10.72277227722772,-332.40594059405936,2795.27,3131,-335.73,Loss
2004-11-29,Shipped,Quarter4,November,2004,Vintage Cars,S18_2949,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Medium,9,Peter Ferguson,10347,48,101,100.0,-1.0,-48.0,-0.9900990099009901,-47.524752475247524,4800.0,4848,-48.0,Loss
2004-12-10,Shipped,Quarter4,December,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,6,Valarie Nelson,10357,41,101,87.13,-13.870000000000005,-568.6700000000002,-13.732673267326737,-563.0396039603962,3572.33,4141,-568.6700000000001,Loss
2005-01-20,Shipped,Quarter1,January,2005,Vintage Cars,S18_2949,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,NA,Medium,1,Allen Nelson,10369,42,101,100.0,-1.0,-42.0,-0.9900990099009901,-41.584158415841586,4200.0,4242,-42.0,Loss
2005-02-17,Shipped,Quarter1,February,2005,Vintage Cars,S18_2949,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA,NA,Medium,8,Julie Brown,10381,41,101,100.0,-1.0,-41.0,-0.9900990099009901,-40.59405940594059,4100.0,4141,-41.0,Loss
2005-03-09,Shipped,Quarter1,March,2005,Vintage Cars,S18_2949,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,APAC,Small,6,Anna O'Hara,10391,32,101,45.25,-55.75,-1784.0,-55.1980198019802,-1766.3366336633665,1448.0,3232,-1784.0,Loss
2005-05-30,In Process,Quarter2,May,2005,Vintage Cars,S18_2949,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA,Small,1,Catherine Dewey,10423,10,101,88.14,-12.86,-128.6,-12.732673267326733,-127.32673267326733,881.4,1010,-128.60000000000002,Loss
2003-01-29,Shipped,Quarter1,January,2003,Vintage Cars,S18_2957,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,EMEA,Small,14,Jonas Bergulfsen,10103,35,62,57.46,-4.539999999999999,-158.89999999999998,-7.322580645161289,-256.2903225806451,2011.1000000000001,2170,-158.89999999999986,Loss
2003-03-25,Shipped,Quarter1,March,2003,Vintage Cars,S18_2957,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Small,2,Julie Murphy,10111,28,62,64.33,2.3299999999999983,65.23999999999995,3.75806451612903,105.22580645161284,1801.24,1736,65.24000000000001,Gain
2003-05-28,Shipped,Quarter2,May,2003,Vintage Cars,S18_2957,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Medium,14,Mart¡n Sommer,10126,46,62,73.7,11.700000000000003,538.2000000000002,18.870967741935488,868.0645161290324,3390.2000000000003,2852,538.2000000000003,Gain
2003-07-16,Shipped,Quarter3,July,2003,Vintage Cars,S18_2957,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Small,3,Adrian Huxley,10139,20,62,71.2,9.200000000000003,184.00000000000006,14.83870967741936,296.7741935483872,1424.0,1240,184.0,Gain
2003-09-19,Shipped,Quarter3,September,2003,Vintage Cars,S18_2957,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Japan,Small,11,Eric Natividad,10150,30,62,49.97,-12.030000000000001,-360.90000000000003,-19.403225806451616,-582.0967741935485,1499.1,1860,-360.9000000000001,Loss
2003-10-20,Shipped,Quarter4,October,2003,Vintage Cars,S18_2957,Classic Legends Inc.,5905 Pompton St.,NYC,USA,NA,Medium,4,Maria Hernandez,10163,48,62,69.96,7.959999999999994,382.0799999999997,12.838709677419343,616.2580645161285,3358.08,2976,382.0799999999999,Gain
2003-11-05,Shipped,Quarter4,November,2003,Vintage Cars,S18_2957,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,2,Giovanni Rovelli,10173,28,62,53.72,-8.280000000000001,-231.84000000000003,-13.354838709677422,-373.9354838709678,1504.1599999999999,1736,-231.84000000000015,Loss
2003-11-13,Shipped,Quarter4,November,2003,Vintage Cars,S18_2957,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,NA,Small,11,Francisca Cervantes,10183,39,62,68.08,6.079999999999998,237.11999999999995,9.806451612903224,382.45161290322574,2655.12,2418,237.1199999999999,Gain
2003-11-21,Shipped,Quarter4,November,2003,Vintage Cars,S18_2957,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Small,3,Sean Connery,10193,24,62,51.84,-10.159999999999997,-243.83999999999992,-16.387096774193544,-393.29032258064507,1244.16,1488,-243.83999999999992,Loss
2003-12-05,Shipped,Quarter4,December,2003,Vintage Cars,S18_2957,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,NA,Small,9,Yoshi Tannamuri,10206,28,62,67.46,5.459999999999994,152.87999999999982,8.806451612903215,246.58064516129002,1888.8799999999999,1736,152.87999999999988,Gain
2004-01-29,Shipped,Quarter1,January,2004,Vintage Cars,S18_2957,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,NA,Small,6,Steve Thompson,10215,31,62,58.71,-3.289999999999999,-101.98999999999998,-5.306451612903224,-164.49999999999994,1820.01,1922,-101.99000000000001,Loss
2004-03-10,Shipped,Quarter1,March,2004,Vintage Cars,S18_2957,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,NA,Small,5,Kyung Tseng,10228,45,62,63.71,1.7100000000000009,76.95000000000005,2.758064516129034,124.11290322580652,2866.95,2790,76.94999999999982,Gain
2004-04-29,Shipped,Quarter2,April,2004,Vintage Cars,S18_2957,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,3,Diego Freyre,10244,24,62,58.09,-3.9099999999999966,-93.83999999999992,-6.306451612903221,-151.3548387096773,1394.16,1488,-93.83999999999992,Loss
2004-06-14,Shipped,Quarter2,June,2004,Vintage Cars,S18_2957,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Small,3,Sue Frick,10257,49,62,53.72,-8.280000000000001,-405.72,-13.354838709677422,-654.3870967741937,2632.2799999999997,3038,-405.72000000000025,Loss
2004-07-16,Shipped,Quarter3,July,2004,Vintage Cars,S18_2957,Salzburg Collectables,Geislweg 14,Salzburg,Austria,EMEA,Small,1,Georg Pipps,10269,32,62,63.08,1.0799999999999983,34.559999999999945,1.7419354838709649,55.741935483870876,2018.56,1984,34.559999999999945,Gain
2004-08-17,Shipped,Quarter3,August,2004,Vintage Cars,S18_2957,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,EMEA,Small,5,Paolo Accorti,10280,43,62,68.71,6.709999999999994,288.52999999999975,10.82258064516128,465.37096774193503,2954.5299999999997,2666,288.52999999999975,Gain
2004-09-08,Shipped,Quarter3,September,2004,Vintage Cars,S18_2957,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,EMEA,Small,14,Maria Larsson,10291,37,62,50.59,-11.409999999999997,-422.16999999999985,-18.403225806451605,-680.9193548387094,1871.8300000000002,2294,-422.16999999999985,Loss
2004-10-11,Shipped,Quarter4,October,2004,Vintage Cars,S18_2957,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,EMEA,Small,9,Daniel Tonini,10304,24,62,64.96,2.9599999999999937,71.03999999999985,4.774193548387086,114.58064516129008,1559.04,1488,71.03999999999996,Gain
2004-10-21,Shipped,Quarter4,October,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,6,Valarie Nelson,10312,35,62,53.72,-8.280000000000001,-289.80000000000007,-13.354838709677422,-467.41935483870975,1880.2,2170,-289.79999999999995,Loss
2004-11-04,Shipped,Quarter4,November,2004,Vintage Cars,S18_2957,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,NA,Small,13,Valarie Young,10322,41,62,29.87,-32.129999999999995,-1317.33,-51.82258064516129,-2124.7258064516127,1224.67,2542,-1317.33,Loss
2004-11-17,Shipped,Quarter4,November,2004,Vintage Cars,S18_2957,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,EMEA,Small,17,Victoria Ashworth,10332,26,62,100.0,38.0,988.0,61.29032258064516,1593.5483870967741,2600.0,1612,988.0,Gain
2004-11-29,Shipped,Quarter4,November,2004,Vintage Cars,S18_2957,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Small,10,Peter Ferguson,10347,34,62,64.96,2.9599999999999937,100.63999999999979,4.774193548387086,162.32258064516094,2208.64,2108,100.63999999999987,Gain
2004-12-10,Shipped,Quarter4,December,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,5,Valarie Nelson,10357,49,62,70.58,8.579999999999998,420.4199999999999,13.838709677419352,678.0967741935483,3458.42,3038,420.4200000000001,Gain
2005-01-20,Shipped,Quarter1,January,2005,Vintage Cars,S18_2957,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,NA,Small,6,Allen Nelson,10369,28,62,44.21,-17.79,-498.12,-28.693548387096772,-803.4193548387096,1237.88,1736,-498.1199999999999,Loss
2005-02-17,Shipped,Quarter1,February,2005,Vintage Cars,S18_2957,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA,NA,Small,4,Julie Brown,10381,40,62,68.08,6.079999999999998,243.19999999999993,9.806451612903224,392.25806451612897,2723.2,2480,243.19999999999982,Gain
2005-03-10,Shipped,Quarter1,March,2005,Vintage Cars,S18_2957,Mini Auto Werke,Kirchgasse 6,Graz,Austria,EMEA,Small,3,Roland Mendel,10392,37,62,59.96,-2.039999999999999,-75.47999999999996,-3.29032258064516,-121.74193548387092,2218.52,2294,-75.48000000000002,Loss
2005-05-30,In Process,Quarter2,May,2005,Vintage Cars,S18_2957,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA,Small,3,Catherine Dewey,10423,31,62,53.72,-8.280000000000001,-256.68000000000006,-13.354838709677422,-414.00000000000006,1665.32,1922,-256.68000000000006,Loss
2003-02-17,Shipped,Quarter1,February,2003,Ships,S18_3029,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Medium,18,Giovanni Rovelli,10106,41,86,83.44,-2.5600000000000023,-104.9600000000001,-2.9767441860465143,-122.04651162790708,3421.04,3526,-104.96000000000004,Loss
2003-04-28,Shipped,Quarter2,April,2003,Ships,S18_3029,Salzburg Collectables,Geislweg 14,Salzburg,Austria,EMEA,Small,9,Georg Pipps,10119,21,86,89.46,3.4599999999999937,72.65999999999987,4.023255813953481,84.4883720930231,1878.6599999999999,1806,72.65999999999985,Gain
2003-06-16,Shipped,Quarter2,June,2003,Ships,S18_3029,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,NA,Medium,2,Leslie Taylor,10130,40,86,96.34,10.340000000000003,413.60000000000014,12.023255813953494,480.9302325581398,3853.6000000000004,3440,413.60000000000036,Gain
2003-08-10,Shipped,Quarter3,August,2003,Ships,S18_3029,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,NA,Medium,13,Wing C Tam,10143,46,86,74.84,-11.159999999999997,-513.3599999999999,-12.976744186046506,-596.9302325581393,3442.6400000000003,3956,-513.3599999999997,Loss
2003-10-06,Shipped,Quarter4,October,2003,Ships,S18_3029,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,EMEA,Medium,11,Matti Karttunen,10155,44,86,79.14,-6.859999999999999,-301.84,-7.976744186046511,-350.97674418604646,3482.16,3784,-301.84000000000015,Loss
2003-10-23,Cancelled,Quarter4,October,2003,Ships,S18_3029,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,EMEA,Medium,7,Maria Larsson,10167,46,86,73.12,-12.879999999999995,-592.4799999999998,-14.976744186046506,-688.9302325581393,3363.5200000000004,3956,-592.4799999999996,Loss
2003-11-08,Shipped,Quarter4,November,2003,Ships,S18_3029,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,EMEA,Medium,10,Annette Roulet,10178,41,86,81.72,-4.280000000000001,-175.48000000000005,-4.976744186046513,-204.04651162790705,3350.52,3526,-175.48000000000002,Loss
2003-11-14,Shipped,Quarter4,November,2003,Ships,S18_3029,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,EMEA,Small,7,Thomas Hardy,10186,32,86,89.46,3.4599999999999937,110.7199999999998,4.023255813953481,128.7441860465114,2862.72,2752,110.7199999999998,Gain
2003-11-26,Shipped,Quarter4,November,2003,Ships,S18_3029,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,EMEA,Medium,4,Eduardo Saavedra,10197,46,86,87.74,1.7399999999999949,80.03999999999976,2.0232558139534826,93.06976744186021,4036.04,3956,80.03999999999996,Gain
2004-01-09,Shipped,Quarter1,January,2004,Ships,S18_3029,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,USA,NA,Small,6,Michael Chandler,10209,28,86,100.0,14.0,392.0,16.27906976744186,455.81395348837214,2800.0,2408,392.0,Gain
2004-02-19,Shipped,Quarter1,February,2004,Ships,S18_3029,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,NA,Medium,10,Valarie Thompson,10222,49,86,94.62,8.620000000000005,422.3800000000002,10.023255813953494,491.1395348837212,4636.38,4214,422.3800000000001,Gain
2004-05-07,Cancelled,Quarter2,May,2004,Ships,S18_3029,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,NA,Small,1,Kwai Yu,10248,21,86,73.98,-12.019999999999996,-252.4199999999999,-13.976744186046508,-293.5116279069767,1553.5800000000002,1806,-252.41999999999985,Loss
2004-06-24,Cancelled,Quarter2,June,2004,Ships,S18_3029,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,15,Diego Freyre,10262,32,86,84.3,-1.7000000000000028,-54.40000000000009,-1.9767441860465151,-63.255813953488484,2697.6,2752,-54.40000000000009,Loss
2004-07-21,Shipped,Quarter3,July,2004,Ships,S18_3029,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA,Medium,2,Catherine Dewey,10273,34,86,98.06,12.060000000000002,410.0400000000001,14.023255813953492,476.7906976744187,3334.04,2924,410.03999999999996,Gain
2004-08-20,Shipped,Quarter3,August,2004,Ships,S18_3029,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,NA,Small,4,Elizabeth Lincoln,10283,21,86,98.06,12.060000000000002,253.26000000000005,14.023255813953492,294.4883720930233,2059.26,1806,253.26000000000022,Gain
2004-09-15,Shipped,Quarter3,September,2004,Ships,S18_3029,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,EMEA,Small,13,Michael Donnermeyer,10296,21,86,96.34,10.340000000000003,217.14000000000007,12.023255813953494,252.48837209302337,2023.14,1806,217.1400000000001,Gain
2004-10-14,Shipped,Quarter4,October,2004,Ships,S18_3029,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,NA,Small,7,Francisca Cervantes,10307,31,86,83.44,-2.5600000000000023,-79.36000000000007,-2.9767441860465143,-92.27906976744194,2586.64,2666,-79.36000000000013,Loss
2004-11-01,Shipped,Quarter4,November,2004,Ships,S18_3029,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,EMEA,Small,15,Helen Bennett,10316,21,86,94.62,8.620000000000005,181.0200000000001,10.023255813953494,210.48837209302337,1987.02,1806,181.01999999999998,Gain
2004-11-10,Resolved,Quarter4,November,2004,Ships,S18_3029,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,EMEA,Small,5,Jytte Petersen,10327,25,86,45.86,-40.14,-1003.5,-46.674418604651166,-1166.860465116279,1146.5,2150,-1003.5,Loss
2004-11-22,Shipped,Quarter4,November,2004,Ships,S18_3029,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,EMEA,Small,3,Pascale Cartrain,10338,28,86,82.58,-3.4200000000000017,-95.76000000000005,-3.976744186046514,-111.34883720930239,2312.24,2408,-95.76000000000022,Loss
2004-12-02,Shipped,Quarter4,December,2004,Ships,S18_3029,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,6,Diego Freyre,10350,43,86,64.97,-21.03,-904.2900000000001,-24.453488372093023,-1051.5,2793.71,3698,-904.29,Loss
2005-01-31,Shipped,Quarter1,January,2005,Ships,S18_3029,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,EMEA,Small,5,Pirkko Koskitalo,10373,22,86,86.74,0.7399999999999949,16.279999999999887,0.8604651162790639,18.930232558139405,1908.28,1892,16.279999999999973,Gain
2005-03-01,Resolved,Quarter1,March,2005,Ships,S18_3029,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,5,Diego Freyre,10386,37,86,93.01,7.010000000000005,259.3700000000002,8.151162790697681,301.5930232558142,3441.3700000000003,3182,259.37000000000035,Gain
2005-03-30,Shipped,Quarter1,March,2005,Ships,S18_3029,Reims Collectables,59 rue de l'Abbaye,Reims,France,EMEA,Small,18,Paul Henriot,10398,28,86,72.26,-13.739999999999995,-384.71999999999986,-15.976744186046506,-447.3488372093022,2023.2800000000002,2408,-384.7199999999998,Loss
2005-04-01,Shipped,Quarter2,April,2005,Ships,S18_3029,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Small,7,Sue Frick,10400,30,86,74.84,-11.159999999999997,-334.7999999999999,-12.976744186046506,-389.30232558139517,2245.2000000000003,2580,-334.7999999999997,Loss
